0,0,0,1,10,10,5,1,0,0,1,0,40,0,0,0,0,40,1800,0
0,0.1666666666666667,0,1,10,10,5,0,0,0,1,0,40,0,0,0,0,40,931.2917666940899,0
0,0.3333333333333333,0,1,10,10,5,0,0,0,1,0,40,0,0,0,0,40,601.711379305626,0
0,0.5,0,1,10,10,5,0,0,0,1,0,40,0,0,0,0,40,458.9667552209153,0
0,0.6666666666666666,0,1,10,10,5,0,0,0,1,0,40,0,0,0,0,40,393.8801868341117,0
0,0.8333333333333333,0,1,10,10,5,0,0,0,1,0,40,0,0,0,0,40,370.2401385671546,0
0,1,0,1,10,10,5,0,0,1,1,0,40,0,30,0,0,40,378.9319983191668,0
0.1666666666666667,0,0,1,10,10,5,1,0,0,0,0,10,0,0,0,0,10,900,-868.7082333059095
0.1666666666666667,0.1666666666666667,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,24.4784705550985,652.3618143374099,-599.144310347187
0.1666666666666667,0.3333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,29.9714770115729,496.6387155655953,-236.1625057365874
0.1666666666666667,0.5,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,32.35055407965141,407.4916631721067,-103.9155962357572
0.1666666666666667,0.6666666666666666,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,33.43533021943147,360.0588725160918,-44.36330832688036
0.1666666666666667,0.8333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,33.82933102388075,340.8119632977196,-7.474094257472429
0.1666666666666667,1,0,1,10,10,5,0,0,1,0,0,0,0,30,0,0,33.68446669468055,344.4219969483961,8.691859752012189
0.3333333333333333,0,0,1,10,10,5,1,0,0,0,0,10,0,0,0,0,10,0,-495.2763713251802
0.3333333333333333,0.1666666666666667,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,18.25460618875301,274.7440225113072,-403.3612844344048
0.3333333333333333,0.3333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,23.44537614781349,316.0544320523161,-244.8701511653033
0.3333333333333333,0.5,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,26.41694456092978,304.1285824854372,-136.5798430495035
0.3333333333333333,0.6666666666666666,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,27.99803758279694,287.2191611009305,-66.67969987438708
0.3333333333333333,0.8333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,28.63960122340935,277.4270113161485,-15.63687556769569
0.3333333333333333,1,0,1,10,10,5,0,0,1,0,0,0,0,30,0,0,28.5192667683868,276.0823683921512,7.220067301353051
0.5,0,0,1,10,10,5,1,0,0,0,0,10,0,0,0,0,10,0,-319.2201882832954
0.5,0.1666666666666667,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,15.32033647138826,134.3757328570488,-283.089878294871
0.5,0.3333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,19.4363292764957,193.0960525365388,-206.7779457624575
0.5,0.5,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,22.21293466347017,209.9730817064718,-132.7508671871427
0.5,0.6666666666666666,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,23.86135818273379,211.2513331013359,-71.06487949616904
0.5,0.8333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,24.58176398000914,209.4477054087394,-18.61088696625174
0.5,1,0,1,10,10,5,0,0,1,0,0,0,0,30,0,0,24.48172108160885,208.8879313266907,6.002573904017578
0.6666666666666666,0,0,1,10,10,5,1,0,0,0,0,10,0,0,0,0,10,0,-226.5249056110827
0.6666666666666666,0.1666666666666667,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,13.77541509351805,71.52918600336344,-210.2652318978659
0.6666666666666666,0.3333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,17.0088410632622,114.6628531488821,-169.2728023158802
0.6666666666666666,0.5,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,19.41784183738072,134.332651504054,-118.4245624847064
0.6666666666666666,0.6666666666666666,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,20.95632647941908,141.2994304822758,-67.20507617211952
0.6666666666666666,0.8333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,21.65801104311803,143.1335417992378,-18.00027734234092
0.6666666666666666,1,0,1,10,10,5,0,0,1,0,0,0,0,30,0,0,21.55633572416377,143.4751673655587,6.100519137255628
0.8333333333333333,0,0,1,10,10,5,1,0,0,0,0,10,0,0,0,0,10,0,-176.1618162765686
0.8333333333333333,0.1666666666666667,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,12.93603027127614,38.07161892423589,-168.4270251459889
0.8333333333333333,0.3333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,15.61423417153296,61.28606217863914,-143.9744802617669
0.8333333333333333,0.5,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,17.73517961333504,73.26097194947556,-106.114289853749
0.8333333333333333,0.6666666666666666,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,19.15137716665793,78.44268761450655,-62.26398920098523
0.8333333333333333,0.8333333333333333,1,0,10,10,5,0,0,0,0,0,0,0,0,0,0,19.81064592003455,80.29982979869945,-16.43515008296876
0.8333333333333333,1,0,1,10,10,5,0,0,1,0,0,0,0,30,0,0,19.69921550275689,80.7383651949238,6.685825036659378
1,0,0,1,10,10,5,1,1,0,0,0,10,0,20,0,0,10,0,-150.3816677626109
1,0.1666666666666667,0,1,10,10,5,0,1,0,0,0,0,0,20,0,0,12.50636112937685,25.78014851395767,-148.9791697192267
1,0.3333333333333333,0,1,10,10,5,0,1,0,0,0,0,0,20,0,0,14.96597232397422,38.89571085352435,-134.0834492906405
1,0.5,0,1,10,10,5,0,1,0,0,0,0,0,20,0,0,16.97580943906486,45.56221045621042,-101.267937048839
1,0.6666666666666666,0,1,10,10,5,0,1,0,0,0,0,0,20,0,0,18.34157022560219,48.58841646334438,-60.16621832289564
1,0.8333333333333333,0,1,10,10,5,0,1,0,0,0,0,0,20,0,0,18.98135004982805,49.7577522123896,-15.70459976192367
1,1,0,1,10,10,5,0,1,1,0,0,0,0,30,0,0,18.86505688433298,50.04951710543457,6.977589929704348
